Timestamp,Ozone_ppb,Cell_Temperature_K,Cell_Pressure_torr,Photodiode_Voltage_V,Power_Supply_V,Latitude,Longitude,Altitude_m,GPS_Quality,Date,Time
2026-01-07 13:44:28,32.3,309.9,745.4,1.5005,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:49:58
2026-01-07 13:44:38,32.3,309.8,744.5,1.5003,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:50:08
2026-01-07 13:44:48,31.3,309.8,745.1,1.5002,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:50:18
2026-01-07 13:44:58,31.9,309.8,745.8,1.5000,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:50:28
2026-01-07 13:45:08,33.3,309.8,745.4,1.4999,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:50:38
2026-01-07 13:45:18,31.4,309.8,744.5,1.4998,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:50:48
2026-01-07 13:45:28,30.8,309.8,745.9,1.4996,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:50:58
2026-01-07 13:45:38,31.8,309.8,745.2,1.4995,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:51:08
2026-01-07 13:45:48,32.1,309.8,745.8,1.4993,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:51:18
2026-01-07 13:45:58,31.7,309.8,745.7,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:51:28
2026-01-07 13:46:08,30.5,309.8,745.4,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:51:38
2026-01-07 13:46:18,26.2,309.8,744.3,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:51:48
2026-01-07 13:46:28,25.9,309.8,745.9,1.4990,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:51:58
2026-01-07 13:46:38,29.7,309.8,746.1,1.4990,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:52:08
2026-01-07 13:46:48,30.8,309.8,746.0,1.4990,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:52:18
2026-01-07 13:46:58,29.8,309.8,744.4,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:52:28
2026-01-07 13:47:08,24.8,309.8,744.1,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:52:38
2026-01-07 13:47:18,23.3,309.8,744.4,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:52:48
2026-01-07 13:47:28,24.6,309.8,744.8,1.4993,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:52:58
2026-01-07 13:47:38,22.9,309.8,745.1,1.4993,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:53:08
2026-01-07 13:47:48,26.6,309.8,745.3,1.4993,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:53:18
2026-01-07 13:47:58,30.2,309.8,744.5,1.4993,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:53:28
2026-01-07 13:48:08,30.2,309.8,744.3,1.4993,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:53:38
2026-01-07 13:48:18,29.8,309.8,745.5,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:53:48
2026-01-07 13:48:28,30.7,309.8,746.1,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:53:58
2026-01-07 13:48:38,31.3,309.8,745.0,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:54:08
2026-01-07 13:48:48,28.3,309.8,745.7,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:54:18
2026-01-07 13:48:58,27.7,309.8,745.7,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:54:28
2026-01-07 13:49:08,26.6,309.8,744.4,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:54:38
2026-01-07 13:49:18,24.8,309.8,745.4,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:54:48
2026-01-07 13:49:28,26.7,309.8,744.4,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:54:58
2026-01-07 13:49:38,26.3,309.8,745.7,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:55:08
2026-01-07 13:49:48,22.3,309.8,744.7,1.4990,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:55:18
2026-01-07 13:49:58,21.7,309.8,746.0,1.4990,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:55:28
2026-01-07 13:50:08,22.3,309.9,745.8,1.4990,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:55:38
2026-01-07 13:50:18,22.2,309.8,744.4,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:55:48
2026-01-07 13:50:28,21.5,309.9,745.3,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:55:58
2026-01-07 13:50:38,19.3,309.8,744.2,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:56:08
2026-01-07 13:50:48,17.8,309.9,744.4,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:56:18
2026-01-07 13:50:58,17.7,309.8,744.5,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:56:28
2026-01-07 13:51:08,18.6,309.8,745.7,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:56:38
2026-01-07 13:51:18,24.3,309.9,744.7,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:56:48
2026-01-07 13:51:28,29.2,309.9,746.1,1.4992,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:56:58
2026-01-07 13:51:38,24.6,309.8,744.9,1.4991,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:57:08
2026-01-07 13:51:48,22.9,309.9,746.1,1.4990,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:57:18
2026-01-07 13:51:58,22.3,309.9,745.1,1.4989,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:57:28
2026-01-07 13:52:08,17.4,309.9,745.4,1.4988,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:57:38
2026-01-07 13:52:18,15.3,309.9,744.3,1.4987,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:57:48
2026-01-07 13:52:28,16.1,309.9,744.1,1.4985,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:57:58
2026-01-07 13:52:38,20.2,309.9,746.0,1.4982,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:58:08
2026-01-07 13:52:48,24.6,309.9,744.1,1.4979,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:58:18
2026-01-07 13:52:58,27.3,309.9,745.6,1.4977,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:58:28
2026-01-07 13:53:08,26.8,309.9,745.4,1.4974,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:58:38
2026-01-07 13:53:18,24.6,309.9,745.8,1.4973,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:58:48
2026-01-07 13:53:28,21.3,309.9,745.1,1.4972,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:58:58
2026-01-07 13:53:38,21.2,309.9,745.6,1.4971,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:59:08
2026-01-07 13:53:48,25.9,309.9,746.1,1.4970,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:59:18
